year,region,state,unit_name,unit_type,visitors,pop,gas_price
2006,NE,NY,Eleanor Roosevelt National Historic Site,National Historic Site,14493,19104631,2.59
2007,NE,NY,Eleanor Roosevelt National Historic Site,National Historic Site,59846,19132335,2.8
2008,NE,NY,Eleanor Roosevelt National Historic Site,National Historic Site,53632,19212436,3.27
2009,NE,NY,Eleanor Roosevelt National Historic Site,National Historic Site,54393,19307066,2.35
2010,NE,NY,Eleanor Roosevelt National Historic Site,National Historic Site,53067,19400867,2.79
2011,NE,NY,Eleanor Roosevelt National Historic Site,National Historic Site,50074,19521745,3.53
2012,NE,NY,Eleanor Roosevelt National Historic Site,National Historic Site,55049,19607140,3.64
2013,NE,NY,Eleanor Roosevelt National Historic Site,National Historic Site,43686,19695680,3.53
2014,NE,NY,Eleanor Roosevelt National Historic Site,National Historic Site,60456,19746227,3.37
2015,NE,NY,Eleanor Roosevelt National Historic Site,National Historic Site,64791,19795791,2.45
2006,PW,CA,Eugene O'Neill National Historic Site,National Historic Site,3372,36021202,2.59
2007,PW,CA,Eugene O'Neill National Historic Site,National Historic Site,2339,36250311,2.8
2008,PW,CA,Eugene O'Neill National Historic Site,National Historic Site,2544,36604337,3.27
2009,PW,CA,Eugene O'Neill National Historic Site,National Historic Site,3783,36961229,2.35
2010,PW,CA,Eugene O'Neill National Historic Site,National Historic Site,2445,37336011,2.79
2011,PW,CA,Eugene O'Neill National Historic Site,National Historic Site,2593,37701901,3.53
2012,PW,CA,Eugene O'Neill National Historic Site,National Historic Site,2789,38062780,3.64
2013,PW,CA,Eugene O'Neill National Historic Site,National Historic Site,2929,38431393,3.53
2014,PW,CA,Eugene O'Neill National Historic Site,National Historic Site,3202,38802500,3.37
2015,PW,CA,Eugene O'Neill National Historic Site,National Historic Site,3942,39144818,2.45
2006,SE,FL,Everglades National Park,National Park,954022,18166990,2.59
2007,SE,FL,Everglades National Park,National Park,1074764,18367842,2.8
2008,SE,FL,Everglades National Park,National Park,822118,18527305,3.27
2009,SE,FL,Everglades National Park,National Park,900882,18652644,2.35
2010,SE,FL,Everglades National Park,National Park,915538,18852220,2.79
2011,SE,FL,Everglades National Park,National Park,934351,19107900,3.53
2012,SE,FL,Everglades National Park,National Park,1141906,19355257,3.64
2013,SE,FL,Everglades National Park,National Park,1047116,19600311,3.53
2014,SE,FL,Everglades National Park,National Park,1110901,19893297,3.37
2015,SE,FL,Everglades National Park,National Park,1077427,20271272,2.45
2006,NE,NY,Federal Hall National Memorial,National Memorial,12800,19104631,2.59
2007,NE,NY,Federal Hall National Memorial,National Memorial,127432,19132335,2.8
2008,NE,NY,Federal Hall National Memorial,National Memorial,212564,19212436,3.27
2009,NE,NY,Federal Hall National Memorial,National Memorial,204880,19307066,2.35
2010,NE,NY,Federal Hall National Memorial,National Memorial,178749,19400867,2.79
2011,NE,NY,Federal Hall National Memorial,National Memorial,187109,19521745,3.53
2012,NE,NY,Federal Hall National Memorial,National Memorial,167146,19607140,3.64
2013,NE,NY,Federal Hall National Memorial,National Memorial,148647,19695680,3.53
2014,NE,NY,Federal Hall National Memorial,National Memorial,137538,19746227,3.37
2015,NE,NY,Federal Hall National Memorial,National Memorial,172038,19795791,2.45
2006,NE,NY,Fire Island National Seashore,National Seashore,636030,19104631,2.59
2007,NE,NY,Fire Island National Seashore,National Seashore,616233,19132335,2.8
2008,NE,NY,Fire Island National Seashore,National Seashore,604577,19212436,3.27
2009,NE,NY,Fire Island National Seashore,National Seashore,569667,19307066,2.35
2010,NE,NY,Fire Island National Seashore,National Seashore,613057,19400867,2.79
2011,NE,NY,Fire Island National Seashore,National Seashore,519173,19521745,3.53
2012,NE,NY,Fire Island National Seashore,National Seashore,483334,19607140,3.64
2013,NE,NY,Fire Island National Seashore,National Seashore,294219,19695680,3.53
2014,NE,NY,Fire Island National Seashore,National Seashore,384343,19746227,3.37
2015,NE,NY,Fire Island National Seashore,National Seashore,441899,19795791,2.45
2006,MW,OH,First Ladies National Historic Site,National Historic Site,11219,11481213,2.59
2007,MW,OH,First Ladies National Historic Site,National Historic Site,10881,11500468,2.8
2008,MW,OH,First Ladies National Historic Site,National Historic Site,9770,11515391,3.27
2009,MW,OH,First Ladies National Historic Site,National Historic Site,10466,11528896,2.35
2010,MW,OH,First Ladies National Historic Site,National Historic Site,8766,11540070,2.79
2011,MW,OH,First Ladies National Historic Site,National Historic Site,8254,11544757,3.53
2012,MW,OH,First Ladies National Historic Site,National Historic Site,9903,11550901,3.64
2013,MW,OH,First Ladies National Historic Site,National Historic Site,10068,11572005,3.53
2014,MW,OH,First Ladies National Historic Site,National Historic Site,15326,11594163,3.37
2015,MW,OH,First Ladies National Historic Site,National Historic Site,12897,11613423,2.45
2007,NE,PA,Flight 93 National Memorial,National Memorial,143725,12563937,2.8
2008,NE,PA,Flight 93 National Memorial,National Memorial,136091,12612285,3.27
2009,NE,PA,Flight 93 National Memorial,National Memorial,149668,12666858,2.35
2010,NE,PA,Flight 93 National Memorial,National Memorial,137837,12711077,2.79
2011,NE,PA,Flight 93 National Memorial,National Memorial,265246,12743995,3.53
2012,NE,PA,Flight 93 National Memorial,National Memorial,317926,12770043,3.64
2013,NE,PA,Flight 93 National Memorial,National Memorial,265924,12781296,3.53
2014,NE,PA,Flight 93 National Memorial,National Memorial,284226,12787209,3.37
2015,NE,PA,Flight 93 National Memorial,National Memorial,337217,12802503,2.45
2006,IM,CO,Florissant Fossil Beds National Monument,National Monument,56094,4720423,2.59
2007,IM,CO,Florissant Fossil Beds National Monument,National Monument,55992,4803868,2.8
2008,IM,CO,Florissant Fossil Beds National Monument,National Monument,56988,4889730,3.27
2009,IM,CO,Florissant Fossil Beds National Monument,National Monument,64251,4972195,2.35
2010,IM,CO,Florissant Fossil Beds National Monument,National Monument,65422,5048575,2.79
2011,IM,CO,Florissant Fossil Beds National Monument,National Monument,61289,5119661,3.53
2012,IM,CO,Florissant Fossil Beds National Monument,National Monument,62637,5191709,3.64
2013,IM,CO,Florissant Fossil Beds National Monument,National Monument,58032,5272086,3.53
2014,IM,CO,Florissant Fossil Beds National Monument,National Monument,63297,5355866,3.37
2015,IM,CO,Florissant Fossil Beds National Monument,National Monument,69130,5456574,2.45
2006,NC,DC,Ford's Theatre National Historic Site,National Historic Site,857600,570681,2.59
2007,NC,DC,Ford's Theatre National Historic Site,National Historic Site,732521,574404,2.8
2008,NC,DC,Ford's Theatre National Historic Site,National Historic Site,335865,580236,3.27
2009,NC,DC,Ford's Theatre National Historic Site,National Historic Site,658271,592228,2.35
2010,NC,DC,Ford's Theatre National Historic Site,National Historic Site,662298,605210,2.79
2011,NC,DC,Ford's Theatre National Historic Site,National Historic Site,642786,620427,3.53
2012,NC,DC,Ford's Theatre National Historic Site,National Historic Site,701542,635040,3.64
2013,NC,DC,Ford's Theatre National Historic Site,National Historic Site,665876,649111,3.53
2014,NC,DC,Ford's Theatre National Historic Site,National Historic Site,655441,658893,3.37
2015,NC,DC,Ford's Theatre National Historic Site,National Historic Site,681537,672228,2.45
2006,IM,AZ,Fort Bowie National Historic Site,National Historic Site,10679,6029141,2.59
2007,IM,AZ,Fort Bowie National Historic Site,National Historic Site,10027,6167681,2.8
2008,IM,AZ,Fort Bowie National Historic Site,National Historic Site,10095,6280362,3.27
2009,IM,AZ,Fort Bowie National Historic Site,National Historic Site,9641,6343154,2.35
2010,IM,AZ,Fort Bowie National Historic Site,National Historic Site,9491,6411999,2.79
2011,IM,AZ,Fort Bowie National Historic Site,National Historic Site,8429,6472867,3.53
2012,IM,AZ,Fort Bowie National Historic Site,National Historic Site,7966,6556236,3.64
2013,IM,AZ,Fort Bowie National Historic Site,National Historic Site,8082,6634997,3.53
2014,IM,AZ,Fort Bowie National Historic Site,National Historic Site,6964,6731484,3.37
2015,IM,AZ,Fort Bowie National Historic Site,National Historic Site,7760,6828065,2.45
2006,SE,FL,Fort Caroline National Memorial,National Memorial,224114,18166990,2.59
2007,SE,FL,Fort Caroline National Memorial,National Memorial,250616,18367842,2.8
2008,SE,FL,Fort Caroline National Memorial,National Memorial,279984,18527305,3.27
2009,SE,FL,Fort Caroline National Memorial,National Memorial,288606,18652644,2.35
2010,SE,FL,Fort Caroline National Memorial,National Memorial,299906,18852220,2.79
2011,SE,FL,Fort Caroline National Memorial,National Memorial,326149,19107900,3.53
2012,SE,FL,Fort Caroline National Memorial,National Memorial,327339,19355257,3.64
2013,SE,FL,Fort Caroline National Memorial,National Memorial,307086,19600311,3.53
2014,SE,FL,Fort Caroline National Memorial,National Memorial,187843,19893297,3.37
2015,SE,FL,Fort Caroline National Memorial,National Memorial,224418,20271272,2.45
2006,IM,TX,Fort Davis National Historic Site,National Historic Site,49091,23359580,2.59
2007,IM,TX,Fort Davis National Historic Site,National Historic Site,51435,23831983,2.8
2008,IM,TX,Fort Davis National Historic Site,National Historic Site,49290,24309039,3.27
2009,IM,TX,Fort Davis National Historic Site,National Historic Site,50968,24801761,2.35
2010,IM,TX,Fort Davis National Historic Site,National Historic Site,43280,25245717,2.79
2011,IM,TX,Fort Davis National Historic Site,National Historic Site,35130,25657477,3.53
2012,IM,TX,Fort Davis National Historic Site,National Historic Site,38136,26094422,3.64
2013,IM,TX,Fort Davis National Historic Site,National Historic Site,43277,26505637,3.53
2014,IM,TX,Fort Davis National Historic Site,National Historic Site,49842,26956958,3.37
2015,IM,TX,Fort Davis National Historic Site,National Historic Site,55955,27469114,2.45
2006,SE,TN,Fort Donelson National Battlefield,National Battlefield,213521,6088766,2.59
2007,SE,TN,Fort Donelson National Battlefield,National Battlefield,233205,6175727,2.8
2008,SE,TN,Fort Donelson National Battlefield,National Battlefield,208631,6247411,3.27
2009,SE,TN,Fort Donelson National Battlefield,National Battlefield,203456,6306019,2.35
2010,SE,TN,Fort Donelson National Battlefield,National Battlefield,202210,6356628,2.79
2011,SE,TN,Fort Donelson National Battlefield,National Battlefield,257389,6398389,3.53
2012,SE,TN,Fort Donelson National Battlefield,National Battlefield,284762,6455177,3.64
2013,SE,TN,Fort Donelson National Battlefield,National Battlefield,247734,6497269,3.53
2014,SE,TN,Fort Donelson National Battlefield,National Battlefield,262317,6549352,3.37
2015,SE,TN,Fort Donelson National Battlefield,National Battlefield,260744,6600299,2.45
2006,SE,GA,Fort Frederica National Monument,National Monument,316611,9155813,2.59
2007,SE,GA,Fort Frederica National Monument,National Monument,264586,9349988,2.8
2008,SE,GA,Fort Frederica National Monument,National Monument,248093,9504843,3.27
2009,SE,GA,Fort Frederica National Monument,National Monument,296117,9620846,2.35
2010,SE,GA,Fort Frederica National Monument,National Monument,294484,9714464,2.79
2011,SE,GA,Fort Frederica National Monument,National Monument,293041,9813201,3.53
2012,SE,GA,Fort Frederica National Monument,National Monument,262235,9919000,3.64
2013,SE,GA,Fort Frederica National Monument,National Monument,217580,9994759,3.53
2014,SE,GA,Fort Frederica National Monument,National Monument,228103,10097343,3.37
2015,SE,GA,Fort Frederica National Monument,National Monument,202191,10214860,2.45
2006,IM,WY,Fort Laramie National Historic Site,National Historic Site,40651,522667,2.59
2007,IM,WY,Fort Laramie National Historic Site,National Historic Site,40263,534876,2.8
2008,IM,WY,Fort Laramie National Historic Site,National Historic Site,48297,546043,3.27
2009,IM,WY,Fort Laramie National Historic Site,National Historic Site,56923,559851,2.35
2010,IM,WY,Fort Laramie National Historic Site,National Historic Site,57128,564358,2.79
2011,IM,WY,Fort Laramie National Historic Site,National Historic Site,52916,567631,3.53
2012,IM,WY,Fort Laramie National Historic Site,National Historic Site,55199,576893,3.64
2013,IM,WY,Fort Laramie National Historic Site,National Historic Site,54057,583223,3.53
2014,IM,WY,Fort Laramie National Historic Site,National Historic Site,49038,584153,3.37
2015,IM,WY,Fort Laramie National Historic Site,National Historic Site,51616,586107,2.45
2006,MW,KS,Fort Larned National Historic Site,National Historic Site,31512,2762931,2.59
2007,MW,KS,Fort Larned National Historic Site,National Historic Site,30471,2783785,2.8
2008,MW,KS,Fort Larned National Historic Site,National Historic Site,21483,2808076,3.27
2009,MW,KS,Fort Larned National Historic Site,National Historic Site,27443,2832704,2.35
2010,MW,KS,Fort Larned National Historic Site,National Historic Site,29423,2858949,2.79
2011,MW,KS,Fort Larned National Historic Site,National Historic Site,26704,2869965,3.53
2012,MW,KS,Fort Larned National Historic Site,National Historic Site,33194,2885966,3.64
2013,MW,KS,Fort Larned National Historic Site,National Historic Site,27432,2895801,3.53
2014,MW,KS,Fort Larned National Historic Site,National Historic Site,24607,2904021,3.37
2015,MW,KS,Fort Larned National Historic Site,National Historic Site,32170,2911641,2.45
2006,SE,FL,Fort Matanzas National Monument,National Monument,922315,18166990,2.59
2007,SE,FL,Fort Matanzas National Monument,National Monument,830672,18367842,2.8
2008,SE,FL,Fort Matanzas National Monument,National Monument,813131,18527305,3.27
2009,SE,FL,Fort Matanzas National Monument,National Monument,793253,18652644,2.35
2010,SE,FL,Fort Matanzas National Monument,National Monument,673700,18852220,2.79
2011,SE,FL,Fort Matanzas National Monument,National Monument,570695,19107900,3.53
2012,SE,FL,Fort Matanzas National Monument,National Monument,497574,19355257,3.64
2013,SE,FL,Fort Matanzas National Monument,National Monument,523694,19600311,3.53
2014,SE,FL,Fort Matanzas National Monument,National Monument,568529,19893297,3.37
2015,SE,FL,Fort Matanzas National Monument,National Monument,622175,20271272,2.45
2006,NE,MD,Fort McHenry National Monument and Historic Shrine,National Monument,622419,5627367,2.59
2007,NE,MD,Fort McHenry National Monument and Historic Shrine,National Monument,574924,5653408,2.8
2008,NE,MD,Fort McHenry National Monument and Historic Shrine,National Monument,598050,5684965,3.27
