year,region,state,unit_name,unit_type,visitors
1946,SE,TN,Fort Donelson National Battlefield,National Battlefield,30261
1947,SE,TN,Fort Donelson National Battlefield,National Battlefield,33698
1948,SE,TN,Fort Donelson National Battlefield,National Battlefield,28558
1949,SE,TN,Fort Donelson National Battlefield,National Battlefield,30430
1950,SE,TN,Fort Donelson National Battlefield,National Battlefield,40714
1951,SE,TN,Fort Donelson National Battlefield,National Battlefield,46278
1952,SE,TN,Fort Donelson National Battlefield,National Battlefield,58126
1953,SE,TN,Fort Donelson National Battlefield,National Battlefield,63185
1954,SE,TN,Fort Donelson National Battlefield,National Battlefield,111900
1955,SE,TN,Fort Donelson National Battlefield,National Battlefield,186300
1956,SE,TN,Fort Donelson National Battlefield,National Battlefield,220900
1957,SE,TN,Fort Donelson National Battlefield,National Battlefield,234500
1958,SE,TN,Fort Donelson National Battlefield,National Battlefield,138000
1959,SE,TN,Fort Donelson National Battlefield,National Battlefield,222700
1960,SE,TN,Fort Donelson National Battlefield,National Battlefield,384900
1961,SE,TN,Fort Donelson National Battlefield,National Battlefield,534300
1962,SE,TN,Fort Donelson National Battlefield,National Battlefield,590800
1963,SE,TN,Fort Donelson National Battlefield,National Battlefield,631300
1964,SE,TN,Fort Donelson National Battlefield,National Battlefield,672400
1965,SE,TN,Fort Donelson National Battlefield,National Battlefield,566000
1966,SE,TN,Fort Donelson National Battlefield,National Battlefield,766200
1967,SE,TN,Fort Donelson National Battlefield,National Battlefield,902500
1968,SE,TN,Fort Donelson National Battlefield,National Battlefield,1059100
1969,SE,TN,Fort Donelson National Battlefield,National Battlefield,1027400
1970,SE,TN,Fort Donelson National Battlefield,National Battlefield,913400
1971,SE,TN,Fort Donelson National Battlefield,National Battlefield,280500
1972,SE,TN,Fort Donelson National Battlefield,National Battlefield,379796
1973,SE,TN,Fort Donelson National Battlefield,National Battlefield,353700
1974,SE,TN,Fort Donelson National Battlefield,National Battlefield,230100
1975,SE,TN,Fort Donelson National Battlefield,National Battlefield,277500
1976,SE,TN,Fort Donelson National Battlefield,National Battlefield,364500
1977,SE,TN,Fort Donelson National Battlefield,National Battlefield,386100
1978,SE,TN,Fort Donelson National Battlefield,National Battlefield,342018
1979,SE,TN,Fort Donelson National Battlefield,National Battlefield,317415
1980,SE,TN,Fort Donelson National Battlefield,National Battlefield,343964
1981,SE,TN,Fort Donelson National Battlefield,National Battlefield,336538
1982,SE,TN,Fort Donelson National Battlefield,National Battlefield,233631
1983,SE,TN,Fort Donelson National Battlefield,National Battlefield,280644
1984,SE,TN,Fort Donelson National Battlefield,National Battlefield,261960
1985,SE,TN,Fort Donelson National Battlefield,National Battlefield,300404
1986,SE,TN,Fort Donelson National Battlefield,National Battlefield,327942
1987,SE,TN,Fort Donelson National Battlefield,National Battlefield,292132
1988,SE,TN,Fort Donelson National Battlefield,National Battlefield,285145
1989,SE,TN,Fort Donelson National Battlefield,National Battlefield,277675
1990,SE,TN,Fort Donelson National Battlefield,National Battlefield,285714
1991,SE,TN,Fort Donelson National Battlefield,National Battlefield,206528
1992,SE,TN,Fort Donelson National Battlefield,National Battlefield,218896
1993,SE,TN,Fort Donelson National Battlefield,National Battlefield,207503
1994,SE,TN,Fort Donelson National Battlefield,National Battlefield,207332
1995,SE,TN,Fort Donelson National Battlefield,National Battlefield,216433
1996,SE,TN,Fort Donelson National Battlefield,National Battlefield,217178
1997,SE,TN,Fort Donelson National Battlefield,National Battlefield,221923
1998,SE,TN,Fort Donelson National Battlefield,National Battlefield,225854
1999,SE,TN,Fort Donelson National Battlefield,National Battlefield,225604
2000,SE,TN,Fort Donelson National Battlefield,National Battlefield,219049
2001,SE,TN,Fort Donelson National Battlefield,National Battlefield,226390
2002,SE,TN,Fort Donelson National Battlefield,National Battlefield,234855
2003,SE,TN,Fort Donelson National Battlefield,National Battlefield,227004
2004,SE,TN,Fort Donelson National Battlefield,National Battlefield,228355
2005,SE,TN,Fort Donelson National Battlefield,National Battlefield,208687
2006,SE,TN,Fort Donelson National Battlefield,National Battlefield,213521
2007,SE,TN,Fort Donelson National Battlefield,National Battlefield,233205
2008,SE,TN,Fort Donelson National Battlefield,National Battlefield,208631
2009,SE,TN,Fort Donelson National Battlefield,National Battlefield,203456
2010,SE,TN,Fort Donelson National Battlefield,National Battlefield,202210
2011,SE,TN,Fort Donelson National Battlefield,National Battlefield,257389
2012,SE,TN,Fort Donelson National Battlefield,National Battlefield,284762
2013,SE,TN,Fort Donelson National Battlefield,National Battlefield,247734
2014,SE,TN,Fort Donelson National Battlefield,National Battlefield,262317
2015,SE,TN,Fort Donelson National Battlefield,National Battlefield,260744
2016,SE,TN,Fort Donelson National Battlefield,National Battlefield,259343
1941,SE,GA,Fort Frederica National Monument,National Monument,0
1942,SE,GA,Fort Frederica National Monument,National Monument,0
1943,SE,GA,Fort Frederica National Monument,National Monument,0
1944,SE,GA,Fort Frederica National Monument,National Monument,0
1945,SE,GA,Fort Frederica National Monument,National Monument,0
1946,SE,GA,Fort Frederica National Monument,National Monument,22615
1947,SE,GA,Fort Frederica National Monument,National Monument,39676
1948,SE,GA,Fort Frederica National Monument,National Monument,56001
1949,SE,GA,Fort Frederica National Monument,National Monument,59570
1950,SE,GA,Fort Frederica National Monument,National Monument,61899
1951,SE,GA,Fort Frederica National Monument,National Monument,75124
1952,SE,GA,Fort Frederica National Monument,National Monument,80352
1953,SE,GA,Fort Frederica National Monument,National Monument,83682
1954,SE,GA,Fort Frederica National Monument,National Monument,81400
1955,SE,GA,Fort Frederica National Monument,National Monument,82100
1956,SE,GA,Fort Frederica National Monument,National Monument,107400
1957,SE,GA,Fort Frederica National Monument,National Monument,112000
1958,SE,GA,Fort Frederica National Monument,National Monument,110700
1959,SE,GA,Fort Frederica National Monument,National Monument,116000
1960,SE,GA,Fort Frederica National Monument,National Monument,110800
1961,SE,GA,Fort Frederica National Monument,National Monument,146900
1962,SE,GA,Fort Frederica National Monument,National Monument,140700
1963,SE,GA,Fort Frederica National Monument,National Monument,147600
1964,SE,GA,Fort Frederica National Monument,National Monument,168600
1965,SE,GA,Fort Frederica National Monument,National Monument,168000
1966,SE,GA,Fort Frederica National Monument,National Monument,206400
1967,SE,GA,Fort Frederica National Monument,National Monument,242300
1968,SE,GA,Fort Frederica National Monument,National Monument,215100
1969,SE,GA,Fort Frederica National Monument,National Monument,204300
1970,SE,GA,Fort Frederica National Monument,National Monument,191800
1971,SE,GA,Fort Frederica National Monument,National Monument,157100
1972,SE,GA,Fort Frederica National Monument,National Monument,190020
1973,SE,GA,Fort Frederica National Monument,National Monument,214600
1974,SE,GA,Fort Frederica National Monument,National Monument,168000
1975,SE,GA,Fort Frederica National Monument,National Monument,281000
1976,SE,GA,Fort Frederica National Monument,National Monument,247200
1977,SE,GA,Fort Frederica National Monument,National Monument,318700
1978,SE,GA,Fort Frederica National Monument,National Monument,335381
1979,SE,GA,Fort Frederica National Monument,National Monument,392405
1980,SE,GA,Fort Frederica National Monument,National Monument,298718
1981,SE,GA,Fort Frederica National Monument,National Monument,247469
1982,SE,GA,Fort Frederica National Monument,National Monument,233710
1983,SE,GA,Fort Frederica National Monument,National Monument,254739
1984,SE,GA,Fort Frederica National Monument,National Monument,252159
1985,SE,GA,Fort Frederica National Monument,National Monument,231010
1986,SE,GA,Fort Frederica National Monument,National Monument,262653
1987,SE,GA,Fort Frederica National Monument,National Monument,276136
1988,SE,GA,Fort Frederica National Monument,National Monument,257109
1989,SE,GA,Fort Frederica National Monument,National Monument,297065
1990,SE,GA,Fort Frederica National Monument,National Monument,304189
1991,SE,GA,Fort Frederica National Monument,National Monument,322439
1992,SE,GA,Fort Frederica National Monument,National Monument,322688
1993,SE,GA,Fort Frederica National Monument,National Monument,334267
1994,SE,GA,Fort Frederica National Monument,National Monument,326018
1995,SE,GA,Fort Frederica National Monument,National Monument,299986
1996,SE,GA,Fort Frederica National Monument,National Monument,308819
1997,SE,GA,Fort Frederica National Monument,National Monument,335009
1998,SE,GA,Fort Frederica National Monument,National Monument,279251
1999,SE,GA,Fort Frederica National Monument,National Monument,281437
2000,SE,GA,Fort Frederica National Monument,National Monument,244162
2001,SE,GA,Fort Frederica National Monument,National Monument,290705
2002,SE,GA,Fort Frederica National Monument,National Monument,241876
2003,SE,GA,Fort Frederica National Monument,National Monument,243286
2004,SE,GA,Fort Frederica National Monument,National Monument,252793
2005,SE,GA,Fort Frederica National Monument,National Monument,363948
2006,SE,GA,Fort Frederica National Monument,National Monument,316611
2007,SE,GA,Fort Frederica National Monument,National Monument,264586
2008,SE,GA,Fort Frederica National Monument,National Monument,248093
2009,SE,GA,Fort Frederica National Monument,National Monument,296117
2010,SE,GA,Fort Frederica National Monument,National Monument,294484
2011,SE,GA,Fort Frederica National Monument,National Monument,293041
2012,SE,GA,Fort Frederica National Monument,National Monument,262235
2013,SE,GA,Fort Frederica National Monument,National Monument,217580
2014,SE,GA,Fort Frederica National Monument,National Monument,228103
2015,SE,GA,Fort Frederica National Monument,National Monument,202191
2016,SE,GA,Fort Frederica National Monument,National Monument,192906
1939,IM,WY,Fort Laramie National Historic Site,National Historic Site,3535
1940,IM,WY,Fort Laramie National Historic Site,National Historic Site,10102
1941,IM,WY,Fort Laramie National Historic Site,National Historic Site,6764
1942,IM,WY,Fort Laramie National Historic Site,National Historic Site,2448
1943,IM,WY,Fort Laramie National Historic Site,National Historic Site,1330
1944,IM,WY,Fort Laramie National Historic Site,National Historic Site,2153
1945,IM,WY,Fort Laramie National Historic Site,National Historic Site,4386
1946,IM,WY,Fort Laramie National Historic Site,National Historic Site,11940
1947,IM,WY,Fort Laramie National Historic Site,National Historic Site,12063
1948,IM,WY,Fort Laramie National Historic Site,National Historic Site,14181
1949,IM,WY,Fort Laramie National Historic Site,National Historic Site,19272
1950,IM,WY,Fort Laramie National Historic Site,National Historic Site,22434
1951,IM,WY,Fort Laramie National Historic Site,National Historic Site,21273
1952,IM,WY,Fort Laramie National Historic Site,National Historic Site,22814
1953,IM,WY,Fort Laramie National Historic Site,National Historic Site,25180
1954,IM,WY,Fort Laramie National Historic Site,National Historic Site,24800
1955,IM,WY,Fort Laramie National Historic Site,National Historic Site,22800
1956,IM,WY,Fort Laramie National Historic Site,National Historic Site,30400
1957,IM,WY,Fort Laramie National Historic Site,National Historic Site,31600
1958,IM,WY,Fort Laramie National Historic Site,National Historic Site,35600
1959,IM,WY,Fort Laramie National Historic Site,National Historic Site,40900
1960,IM,WY,Fort Laramie National Historic Site,National Historic Site,45600
1961,IM,WY,Fort Laramie National Historic Site,National Historic Site,49900
1962,IM,WY,Fort Laramie National Historic Site,National Historic Site,63600
1963,IM,WY,Fort Laramie National Historic Site,National Historic Site,65800
1964,IM,WY,Fort Laramie National Historic Site,National Historic Site,76300
1965,IM,WY,Fort Laramie National Historic Site,National Historic Site,88300
1966,IM,WY,Fort Laramie National Historic Site,National Historic Site,94600
1967,IM,WY,Fort Laramie National Historic Site,National Historic Site,94400
1968,IM,WY,Fort Laramie National Historic Site,National Historic Site,125100
1969,IM,WY,Fort Laramie National Historic Site,National Historic Site,100500
1970,IM,WY,Fort Laramie National Historic Site,National Historic Site,122900
1971,IM,WY,Fort Laramie National Historic Site,National Historic Site,135800
1972,IM,WY,Fort Laramie National Historic Site,National Historic Site,157655
1973,IM,WY,Fort Laramie National Historic Site,National Historic Site,97100
1974,IM,WY,Fort Laramie National Historic Site,National Historic Site,107500
1975,IM,WY,Fort Laramie National Historic Site,National Historic Site,105500
1976,IM,WY,Fort Laramie National Historic Site,National Historic Site,115900
1977,IM,WY,Fort Laramie National Historic Site,National Historic Site,115900
1978,IM,WY,Fort Laramie National Historic Site,National Historic Site,112432
1979,IM,WY,Fort Laramie National Historic Site,National Historic Site,106583
